PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,wirkenden Wasserhebmaschinen die Vortheile jedes beliebige Quantum Wasser mit vermindeter,,,,,
"",,,,,,,,"Pumpe, Wasserhebemaschine,",,,,
1800,Charwat,Wenzel,Rekowsky,Johann,,,"Kraft und Kostenaufwand zu heben, und selbe da sie werde Kolben noch Hubstange und daher",,Wien,,1836,14.12.1836
"",,,,,,,,Brunnen,,,,
"",,,,,,,"keine Reibung bestizt besonders bey bedeutenden Wasserbaulichkeiten, Bergwerken so wie als",,,,,
"",,,,,,,Schiffspumpe anwendbar zu machen ...,,,,,
"",,,,,,,Das Wesentliche und der Zweck der nachstehenden neuen Erfindung besteht in dem,,,,,
1801,Zeiller,Joseph,,,,,,Gewehrschloß,Wien,,1829,18.12.1829
"",,,,,,,"Mechanismus, wodurch das Kapsel beym Aufziehen des Hahnes auf den Piston gebracht wird, ...",,,,,
1802,Thomman,Johann Jakob,,,,,Beschreibung der Verfahrungs-Weise bey Verfertigung dieser Dochte,Docht,Wien,,1830,21.01.1830
"",,,,,,,,"Schuhsohle, Stiefelsohle,",,,,
"",,,,,,,Erfindung. Die Sohlen der fertigen Schuhe und Stiefel ohne Beifügung eines Metalles so haltbar zu,,,,,
1803,Spielberger,Friedrich,,,,,,"Imprägnierung/Leder,",Wien,,1830,04.02.1830
"",,,,,,,"machen, daß sie 3 bis 4 Paar andere Sohlen überleben",,,,,
"",,,,,,,,Feuchtigkeitsschutz,,,,
"",,,,,,,"Beschreibung, die bisher bekannten genähten Posamentirer-Knöpfe mit und ohne Erl mittelst",,,,,
1804,Eggerth,Joseph,,,,,,"Knopf, Presse",Wien,,1830,09.02.1830
"",,,,,,,"Maschinen schneller und besser als bisher zu erzeugen, wobey das nähen ganz erspart wird",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche in zwey aromatischen wohlriechenden Toilette-Wässern",,,,,
"",,,,,,,besteht: Nr. 1. Oesterreichisches Kaiserwasser: Eau Imperiale d'Autriche double aromatique et,,,,,
1805,Huybens,Wilhelm Maximin,,,,,,Parfüm,Wien,,1830,12.01.1830
"",,,,,,,superfine. Nr. 2. Wiener Damenwasser: Eau de Toilette double pur les Dames de Vienne,,,,,
"",,,,,,,aromatique et superfine; ...,,,,,
"",,,,,,,"Beschreibung der ... Verfertigung von durchsichtigen Oeffen, die zugleich beleuchten und",,,,,
1806,Dusl,Joseph,Knezautrek,Joseph,,,"beheitzen ... und 2. Angabe und Benützung einiger Materialien zur Beleuchtung und Beheitzung,","Ofen, Leuchtofen",Wien,,1830,27.01.1830
"",,,,,,,welche zu diesem Ende noch nicht angewendet worden sind,,,,,
"",,,,,,,"Beschreibung und Zeichnung der ... neuen erfundenen, verbesserten Tuch und Wollzeug - Decatier",,,,,
1807,Scheibel,Adam,Scheibel,Joseph,,,,Dekatiermaschine,Wien,,1830,29.01.1830
"",,,,,,,"Dampf-Maschine, ...",,,,,
